url,name,category_code,date_added,date_published,data_format_version,source,authority,notes
casinoeurofortune.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinoeurogrand.co.uk,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino-for-me.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinoinitaliano.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinoirishluck.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinomigliori.altervista.org,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinononaams.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinoonline-0.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino-online-it.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino-online-plus.net,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinoonnet.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinopostepay.org,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinoreview.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinoroma.it,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinoroulette.it,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinorubyfortuna.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinosamui.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino-spider.eu,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinosplendido.altervista.org,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinosplendido.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinotitan.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinotropez.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinotropez-e.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinotropezita.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinotropez-italian.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinovincenti.info,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinovittoriosa.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino-x.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
ccbestbet.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
cccasinoclub.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
cdn2.unibet.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
ced.betfaktor.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
ced.goldbet.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
ced.palace777.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
cedbetting.info,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
cedgaming.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
centrebet.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
ceskapoker.net,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
chilibet.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
cityclubcasino.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
cloverbet.eu,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
colosseumcasino.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
colosseumcasino.it,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
congalotto.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
content.goldbet.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
coronapoker.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
cosmikcasinomarketing.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
cristalpoker.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
cruelpoker.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
cw.bet1128.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
dbgpoker.co,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
dbgpoker.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
dbgpoker.eu,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
dbgpoker.net,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
